order_line_id,order_id,order_date,customer_id,product_id,quantity,unit_price,discount_pct,sales_channel,payment_mode,order_status
OL00157-2,O00157,2025-03-24,C050,P007,3,69.40,0.0900,Online,UPI,COMPLETED
OL00158-1,O00158,2025-03-24,C051,P013,1,88.98,0.0400,Online,Wallet,COMPLETED
OL00159-1,O00159,2025-03-25,C002,P007,1,69.76,0.0700,Retail,Card,COMPLETED
OL00160-1,O00160,2025-03-25,C012,P002,1,187.60,0.0500,Online,UPI,COMPLETED
OL00160-2,O00160,2025-03-25,C012,P016,5,73.49,0.0500,Online,UPI,COMPLETED
OL00161-1,O00161,2025-03-26,C030,P005,3,331.91,0.0400,Retail,UPI,COMPLETED
OL00162-1,O00162,2025-03-26,C080,P003,3,236.81,0.1200,Partner,Card,COMPLETED
OL00162-2,O00162,2025-03-26,C080,P010,1,84.27,0.1200,Partner,Card,COMPLETED
OL00162-3,O00162,2025-03-26,C080,P007,1,70.16,0.1200,Partner,Card,COMPLETED
OL00163-1,O00163,2025-03-26,C014,P014,3,34.39,0.1000,Online,Wallet,RETURNED
OL00163-2,O00163,2025-03-26,C014,P003,1,239.58,0.1000,Online,Wallet,RETURNED
OL00164-1,O00164,2025-03-27,C056,P016,5,73.51,0.1400,Partner,UPI,COMPLETED
OL00164-2,O00164,2025-03-27,C056,P001,4,89.13,0.1200,Partner,UPI,COMPLETED
OL00165-1,O00165,2025-03-27,C001,P015,3,63.63,0.0600,Online,Wallet,COMPLETED
OL00165-2,O00165,2025-03-27,C001,P011,2,28.78,0.0700,Online,Wallet,COMPLETED
OL00166-1,O00166,2025-03-28,C010,P016,2,74.68,0.0600,Online,Wallet,COMPLETED
OL00167-1,O00167,2025-03-28,C001,P004,1,109.40,0.0600,Retail,Bank Transfer,COMPLETED
OL00167-2,O00167,2025-03-28,C001,P010,3,83.24,0.0400,Retail,Bank Transfer,COMPLETED
OL00168-1,O00168,2025-03-29,C018,P005,1,326.10,0.0300,Retail,Bank Transfer,COMPLETED
OL00169-1,O00169,2025-03-29,C055,P008,3,39.10,0.0600,Retail,Card,COMPLETED
OL00170-1,O00170,2025-03-29,C002,P011,2,29.04,0.1000,Online,Wallet,COMPLETED
OL00171-1,O00171,2025-03-30,C024,P016,3,74.93,0.0500,Online,Bank Transfer,COMPLETED
OL00171-2,O00171,2025-03-30,C024,P010,1,83.39,0.0500,Online,Bank Transfer,COMPLETED
OL00172-1,O00172,2025-03-30,C044,P012,2,48.86,0.1100,Online,Card,COMPLETED
OL00172-2,O00172,2025-03-30,C044,P007,3,68.95,0.1000,Online,Card,COMPLETED
OL00172-3,O00172,2025-03-30,C044,P010,1,83.47,0.0900,Online,Card,COMPLETED
OL00173-1,O00173,2025-03-31,C053,P014,1,34.20,0.0900,Online,Card,COMPLETED
OL00173-2,O00173,2025-03-31,C053,P007,2,68.97,0.0900,Online,Card,COMPLETED
OL00174-1,O00174,2025-03-31,C070,P014,2,33.72,0.0400,Retail,UPI,COMPLETED
OL00175-1,O00175,2025-04-01,C078,P006,2,449.32,0.0600,Online,Wallet,COMPLETED
OL00175-2,O00175,2025-04-01,C078,P010,1,84.18,0.0600,Online,Wallet,COMPLETED
OL00175-3,O00175,2025-04-01,C078,P014,4,33.92,0.0500,Online,Wallet,COMPLETED
OL00176-1,O00176,2025-04-01,C003,P001,1,89.01,0.0400,Online,Wallet,COMPLETED
OL00177-1,O00177,2025-04-01,C031,P010,1,84.86,0.0400,Retail,Card,COMPLETED
OL00178-1,O00178,2025-04-02,C012,P005,1,332.27,0.0200,Retail,Card,COMPLETED
OL00179-1,O00179,2025-04-02,C003,P002,4,190.72,0.0500,Online,UPI,COMPLETED
OL00179-2,O00179,2025-04-02,C003,P015,4,64.01,0.0600,Online,UPI,COMPLETED
OL00180-1,O00180,2025-04-03,C036,P001,2,90.14,0.0500,Online,Bank Transfer,CANCELLED
OL00180-2,O00180,2025-04-03,C036,P014,3,34.36,0.0500,Online,Bank Transfer,CANCELLED
OL00181-1,O00181,2025-04-03,C074,P009,2,99.43,0.0700,Retail,Card,COMPLETED
OL00182-1,O00182,2025-04-04,C041,P011,1,28.75,0.1100,Online,Bank Transfer,COMPLETED
OL00182-2,O00182,2025-04-04,C041,P006,1,457.48,0.1000,Online,Bank Transfer,COMPLETED
OL00183-1,O00183,2025-04-04,C001,P007,2,68.63,0.0600,Retail,UPI,COMPLETED
OL00183-2,O00183,2025-04-04,C001,P014,1,33.82,0.0500,Retail,UPI,COMPLETED
OL00184-1,O00184,2025-04-04,C007,P010,1,84.20,0.0800,Online,Bank Transfer,RETURNED
OL00184-2,O00184,2025-04-04,C007,P005,1,329.69,0.0800,Online,Bank Transfer,RETURNED
OL00184-3,O00184,2025-04-04,C007,P003,1,237.86,0.0600,Online,Bank Transfer,RETURNED
OL00185-1,O00185,2025-04-05,C037,P008,1,39.01,0.0600,Online,Wallet,COMPLETED
OL00186-1,O00186,2025-04-05,C056,P009,3,100.90,0.0800,Retail,Wallet,COMPLETED
OL00187-1,O00187,2025-04-06,C041,P014,4,34.38,0.1400,Partner,Card,COMPLETED
OL00187-2,O00187,2025-04-06,C041,P012,3,49.22,0.1300,Partner,Card,COMPLETED
OL00188-1,O00188,2025-04-06,C011,P008,2,39.09,0.1000,Online,Card,COMPLETED
OL00189-1,O00189,2025-04-06,C074,P015,2,64.73,0.0700,Retail,Bank Transfer,COMPLETED
OL00190-1,O00190,2025-04-07,C050,P003,2,242.55,0.0900,Retail,UPI,COMPLETED
OL00190-2,O00190,2025-04-07,C050,P001,2,89.34,0.0900,Retail,UPI,COMPLETED
OL00191-1,O00191,2025-04-07,C076,P016,4,75.38,0.0800,Online,UPI,COMPLETED
OL00192-1,O00192,2025-04-08,C056,P009,2,98.89,0.0700,Retail,Card,COMPLETED
OL00192-2,O00192,2025-04-08,C056,P015,2,65.13,0.0900,Retail,Card,COMPLETED
OL00192-3,O00192,2025-04-08,C056,P004,3,109.85,0.0800,Retail,Card,COMPLETED
OL00193-1,O00193,2025-04-08,C048,P007,3,69.72,0.0500,Online,Bank Transfer,COMPLETED
OL00193-2,O00193,2025-04-08,C048,P011,1,29.59,0.0600,Online,Bank Transfer,COMPLETED
OL00193-3,O00193,2025-04-08,C048,P003,3,237.32,0.0600,Online,Bank Transfer,COMPLETED
OL00194-1,O00194,2025-04-09,C054,P005,1,331.78,0.0300,Retail,Card,COMPLETED
OL00194-2,O00194,2025-04-09,C054,P002,1,188.40,0.0200,Retail,Card,COMPLETED
OL00195-1,O00195,2025-04-09,C075,P014,1,34.31,0.0700,Partner,UPI,COMPLETED
OL00196-1,O00196,2025-04-09,C073,P007,1,69.45,0.0500,Retail,Bank Transfer,COMPLETED
OL00196-2,O00196,2025-04-09,C073,P010,3,84.04,0.0600,Retail,Bank Transfer,COMPLETED
OL00197-1,O00197,2025-04-10,C074,P006,1,450.04,0.0800,Retail,Card,COMPLETED
OL00198-1,O00198,2025-04-10,C038,P003,1,237.61,0.0900,Retail,UPI,COMPLETED
OL00198-2,O00198,2025-04-10,C038,P012,1,48.61,0.0800,Retail,UPI,COMPLETED
OL00199-1,O00199,2025-04-11,C066,P005,4,329.56,0.0600,Online,UPI,COMPLETED
OL00199-2,O00199,2025-04-11,C066,P006,1,447.09,0.0500,Online,UPI,COMPLETED
OL00200-1,O00200,2025-04-11,C071,P016,1,74.08,0.1000,Online,Bank Transfer,COMPLETED
OL00200-2,O00200,2025-04-11,C071,P003,2,237.47,0.0900,Online,Bank Transfer,COMPLETED
OL00201-1,O00201,2025-04-11,C079,P002,1,191.78,0.0700,Online,Wallet,RETURNED
OL00201-2,O00201,2025-04-11,C079,P012,2,49.41,0.0800,Online,Wallet,RETURNED
OL00202-1,O00202,2025-04-12,C003,P009,1,100.77,0.0200,Retail,Card,COMPLETED
OL00203-1,O00203,2025-04-12,C047,P010,1,84.82,0.1300,Partner,UPI,COMPLETED
OL00204-1,O00204,2025-04-13,C073,P012,1,49.73,0.0800,Online,Card,COMPLETED
OL00204-2,O00204,2025-04-13,C073,P007,2,68.84,0.0700,Online,Card,COMPLETED
OL00204-3,O00204,2025-04-13,C073,P014,3,34.55,0.0700,Online,Card,COMPLETED
OL00205-1,O00205,2025-04-13,C007,P015,2,63.59,0.1100,Partner,UPI,COMPLETED
OL00206-1,O00206,2025-04-14,C079,P009,4,98.95,0.0800,Online,UPI,COMPLETED
OL00206-2,O00206,2025-04-14,C079,P001,4,88.85,0.0600,Online,UPI,COMPLETED
OL00206-3,O00206,2025-04-14,C079,P003,2,239.22,0.0600,Online,UPI,COMPLETED
OL00207-1,O00207,2025-04-14,C039,P007,2,68.62,0.0400,Online,Card,COMPLETED
OL00208-1,O00208,2025-04-14,C028,P013,1,88.23,0.0900,Partner,Wallet,COMPLETED
OL00208-2,O00208,2025-04-14,C028,P014,2,34.43,0.1100,Partner,Wallet,COMPLETED
OL00209-1,O00209,2025-04-15,C025,P006,2,451.37,0.0800,Online,Card,COMPLETED
OL00209-2,O00209,2025-04-15,C025,P005,3,335.10,0.0600,Online,Card,COMPLETED
OL00210-1,O00210,2025-04-15,C040,P013,2,88.21,0.0700,Online,UPI,COMPLETED
OL00210-2,O00210,2025-04-15,C040,P004,1,109.54,0.0600,Online,UPI,COMPLETED
OL00211-1,O00211,2025-04-16,C012,P011,5,28.78,0.0300,Retail,UPI,COMPLETED
OL00211-2,O00211,2025-04-16,C012,P004,2,110.14,0.0300,Retail,UPI,COMPLETED
OL00212-1,O00212,2025-04-16,C035,P007,1,69.42,0.1200,Partner,Wallet,COMPLETED
OL00212-2,O00212,2025-04-16,C035,P009,1,100.46,0.1200,Partner,Wallet,COMPLETED
OL00213-1,O00213,2025-04-16,C026,P015,1,64.65,0.1100,Online,Bank Transfer,COMPLETED
OL00214-1,O00214,2025-04-17,C006,P010,1,84.37,0.0600,Online,Wallet,COMPLETED
OL00214-2,O00214,2025-04-17,C006,P013,2,90.43,0.0400,Online,Wallet,COMPLETED
OL00215-1,O00215,2025-04-17,C034,P002,1,187.47,0.1000,Partner,Bank Transfer,COMPLETED
OL00216-1,O00216,2025-04-18,C002,P006,3,447.80,0.1100,Online,Card,COMPLETED
OL00216-2,O00216,2025-04-18,C002,P013,3,89.69,0.1000,Online,Card,COMPLETED
OL00216-3,O00216,2025-04-18,C002,P007,1,69.19,0.1100,Online,Card,COMPLETED
OL00217-1,O00217,2025-04-18,C056,P012,1,49.14,0.1100,Online,Card,COMPLETED
OL00217-2,O00217,2025-04-18,C056,P001,2,88.96,0.0900,Online,Card,COMPLETED
OL00218-1,O00218,2025-04-18,C066,P006,1,452.09,0.0600,Online,Bank Transfer,COMPLETED
OL00219-1,O00219,2025-04-19,C035,P001,3,90.17,0.1200,Partner,Bank Transfer,COMPLETED
OL00220-1,O00220,2025-04-19,C034,P005,2,327.31,0.0600,Retail,Wallet,COMPLETED
OL00220-2,O00220,2025-04-19,C034,P001,2,88.47,0.0500,Retail,Wallet,COMPLETED
OL00221-1,O00221,2025-04-20,C058,P004,3,108.28,0.0500,Retail,Bank Transfer,COMPLETED
OL00222-1,O00222,2025-04-20,C077,P009,3,101.05,0.0900,Online,Card,COMPLETED
OL00222-2,O00222,2025-04-20,C077,P002,3,188.23,0.1100,Online,Card,COMPLETED
OL00222-3,O00222,2025-04-20,C077,P010,4,84.39,0.1100,Online,Card,COMPLETED
OL00223-1,O00223,2025-04-20,C073,P013,2,88.66,0.0500,Retail,Card,COMPLETED
OL00224-1,O00224,2025-04-21,C046,P001,2,88.79,0.0900,Partner,Card,COMPLETED
OL00224-2,O00224,2025-04-21,C046,P009,1,100.05,0.0900,Partner,Card,COMPLETED
OL00225-1,O00225,2025-04-21,C049,P005,4,330.22,0.1100,Partner,UPI,COMPLETED
OL00225-2,O00225,2025-04-21,C049,P010,1,85.28,0.0900,Partner,UPI,COMPLETED
OL00226-1,O00226,2025-04-22,C046,P016,3,74.76,0.0800,Online,Wallet,COMPLETED
OL00226-2,O00226,2025-04-22,C046,P010,3,84.09,0.0700,Online,Wallet,COMPLETED
OL00227-1,O00227,2025-04-22,C021,P015,1,64.59,0.0500,Online,Wallet,COMPLETED
OL00227-2,O00227,2025-04-22,C021,P010,2,85.47,0.0600,Online,Wallet,COMPLETED
OL00228-1,O00228,2025-04-22,C034,P008,1,39.13,0.0600,Online,Card,COMPLETED
OL00229-1,O00229,2025-04-23,C011,P016,4,74.62,0.1000,Online,UPI,COMPLETED
OL00230-1,O00230,2025-04-23,C047,P003,1,241.68,0.0900,Online,Card,COMPLETED
OL00230-2,O00230,2025-04-23,C047,P001,3,89.69,0.0900,Online,Card,COMPLETED
OL00231-1,O00231,2025-04-24,C061,P012,1,49.31,0.0800,Online,Wallet,COMPLETED
OL00231-2,O00231,2025-04-24,C061,P014,3,34.29,0.0800,Online,Wallet,COMPLETED
OL00231-3,O00231,2025-04-24,C061,P003,1,241.28,0.0700,Online,Wallet,COMPLETED
OL00232-1,O00232,2025-04-24,C061,P007,3,69.44,0.0600,Online,UPI,COMPLETED
OL00232-2,O00232,2025-04-24,C061,P014,3,33.91,0.0800,Online,UPI,COMPLETED
OL00232-3,O00232,2025-04-24,C061,P012,2,49.01,0.0700,Online,UPI,COMPLETED
OL00233-1,O00233,2025-04-24,C056,P006,4,453.32,0.0700,Retail,Bank Transfer,COMPLETED
OL00233-2,O00233,2025-04-24,C056,P012,1,48.58,0.0800,Retail,Bank Transfer,COMPLETED
OL00233-3,O00233,2025-04-24,C056,P011,3,29.21,0.0900,Retail,Bank Transfer,COMPLETED
OL00234-1,O00234,2025-04-25,C073,P004,2,110.16,0.0700,Online,UPI,COMPLETED
OL00234-2,O00234,2025-04-25,C073,P002,4,191.64,0.0600,Online,UPI,COMPLETED
OL00235-1,O00235,2025-04-25,C036,P016,3,73.73,0.0500,Online,Card,COMPLETED
OL00236-1,O00236,2025-04-26,C072,P002,3,190.16,0.0400,Online,Card,COMPLETED
OL00236-2,O00236,2025-04-26,C072,P008,2,39.78,0.0600,Online,Card,COMPLETED
OL00237-1,O00237,2025-04-26,C011,P016,3,73.78,0.1000,Online,UPI,COMPLETED
OL00238-1,O00238,2025-04-27,C013,P007,1,69.44,0.0600,Retail,Card,COMPLETED
OL00238-2,O00238,2025-04-27,C013,P014,2,34.03,0.0600,Retail,Card,COMPLETED
OL00239-1,O00239,2025-04-27,C013,P014,3,33.76,0.0700,Online,Wallet,COMPLETED
OL00239-2,O00239,2025-04-27,C013,P015,1,64.94,0.0700,Online,Wallet,COMPLETED
OL00240-1,O00240,2025-04-27,C011,P012,3,49.68,0.1100,Online,UPI,COMPLETED
OL00240-2,O00240,2025-04-27,C011,P007,5,69.97,0.1000,Online,UPI,COMPLETED
OL00240-3,O00240,2025-04-27,C011,P014,1,34.65,0.0900,Online,UPI,COMPLETED
OL00241-1,O00241,2025-04-28,C063,P011,4,28.88,0.0900,Partner,Wallet,COMPLETED
OL00241-2,O00241,2025-04-28,C063,P015,2,64.08,0.0700,Partner,Wallet,COMPLETED
OL00242-1,O00242,2025-04-28,C010,P016,2,75.53,0.1000,Partner,Bank Transfer,COMPLETED
OL00243-1,O00243,2025-04-29,C017,P015,3,64.62,0.1200,Partner,Bank Transfer,COMPLETED
OL00244-1,O00244,2025-04-29,C077,P010,3,84.82,0.0900,Online,Wallet,COMPLETED
OL00245-1,O00245,2025-04-29,C040,P004,4,110.83,0.1000,Partner,Card,COMPLETED
OL00246-1,O00246,2025-04-30,C009,P011,2,29.24,0.0500,Online,Wallet,COMPLETED
OL00246-2,O00246,2025-04-30,C009,P004,1,109.29,0.0500,Online,Wallet,COMPLETED
OL00247-1,O00247,2025-04-30,C056,P016,2,74.34,0.1200,Partner,Bank Transfer,COMPLETED
OL00247-2,O00247,2025-04-30,C056,P013,1,89.76,0.1200,Partner,Bank Transfer,COMPLETED
OL00248-1,O00248,2025-05-01,C074,P013,3,90.37,0.1000,Online,Wallet,COMPLETED
OL00248-2,O00248,2025-05-01,C074,P005,1,327.39,0.0900,Online,Wallet,COMPLETED
OL00249-1,O00249,2025-05-01,C076,P001,1,90.72,0.0600,Retail,Card,COMPLETED
OL00250-1,O00250,2025-05-01,C021,P009,1,99.80,0.0800,Partner,Card,COMPLETED
OL00250-2,O00250,2025-05-01,C021,P004,1,109.00,0.0700,Partner,Card,COMPLETED
OL00251-1,O00251,2025-05-02,C042,P008,2,39.03,0.0300,Retail,Wallet,COMPLETED
OL00252-1,O00252,2025-05-02,C038,P007,3,69.81,0.1100,Online,Wallet,CANCELLED
OL00252-2,O00252,2025-05-02,C038,P014,1,34.57,0.1000,Online,Wallet,CANCELLED
OL00253-1,O00253,2025-05-02,C044,P012,3,48.84,0.0700,Retail,Card,COMPLETED
OL00254-1,O00254,2025-05-03,C062,P015,4,64.44,0.1100,Online,Card,COMPLETED
OL00254-2,O00254,2025-05-03,C062,P005,2,332.72,0.1000,Online,Card,COMPLETED
OL00255-1,O00255,2025-05-03,C032,P002,2,191.22,0.0800,Retail,Wallet,COMPLETED
OL00256-1,O00256,2025-05-04,C005,P011,1,29.49,0.1400,Partner,Wallet,COMPLETED
OL00257-1,O00257,2025-05-04,C023,P005,2,335.79,0.0800,Retail,Card,COMPLETED
OL00257-2,O00257,2025-05-04,C023,P002,3,191.36,0.0900,Retail,Card,COMPLETED
OL00258-1,O00258,2025-05-04,C046,P007,1,69.70,0.1000,Partner,UPI,COMPLETED
OL00259-1,O00259,2025-05-05,C065,P003,2,244.07,0.1000,Online,Wallet,COMPLETED
OL00259-2,O00259,2025-05-05,C065,P001,5,89.75,0.1100,Online,Wallet,COMPLETED
OL00260-1,O00260,2025-05-05,C003,P004,2,110.51,0.0600,Online,UPI,COMPLETED
OL00260-2,O00260,2025-05-05,C003,P009,1,100.64,0.0500,Online,UPI,COMPLETED
OL00260-3,O00260,2025-05-05,C003,P007,1,69.99,0.0600,Online,UPI,COMPLETED
OL00261-1,O00261,2025-05-06,C052,P002,2,192.03,0.0700,Online,Bank Transfer,COMPLETED
OL00261-2,O00261,2025-05-06,C052,P001,1,90.49,0.0800,Online,Bank Transfer,COMPLETED
OL00261-3,O00261,2025-05-06,C052,P004,3,110.97,0.0800,Online,Bank Transfer,COMPLETED
OL00262-1,O00262,2025-05-06,C063,P003,1,239.06,0.0600,Online,Bank Transfer,COMPLETED
OL00263-1,O00263,2025-05-06,C060,P010,1,84.21,0.0200,Retail,Bank Transfer,COMPLETED
OL00263-2,O00263,2025-05-06,C060,P005,3,333.10,0.0200,Retail,Bank Transfer,COMPLETED
OL00264-1,O00264,2025-05-07,C052,P016,1,73.63,0.0600,Online,Bank Transfer,COMPLETED
OL00264-2,O00264,2025-05-07,C052,P007,1,70.06,0.0800,Online,Bank Transfer,COMPLETED
OL00265-1,O00265,2025-05-07,C057,P006,1,456.67,0.0400,Online,Card,COMPLETED
OL00266-1,O00266,2025-05-08,C079,P008,5,39.73,0.0600,Online,Bank Transfer,COMPLETED
OL00267-1,O00267,2025-05-08,C064,P003,2,237.43,0.1100,Partner,UPI,COMPLETED
OL00268-1,O00268,2025-05-08,C050,P005,1,327.76,0.0700,Retail,Card,COMPLETED
OL00268-2,O00268,2025-05-08,C050,P003,1,237.53,0.0900,Retail,Card,COMPLETED
OL00269-1,O00269,2025-05-09,C010,P015,2,65.28,0.0600,Retail,Wallet,COMPLETED
OL00269-2,O00269,2025-05-09,C010,P001,2,88.77,0.0600,Retail,Wallet,COMPLETED
OL00270-1,O00270,2025-05-09,C038,P003,3,244.32,0.1200,Partner,Bank Transfer,COMPLETED
OL00270-2,O00270,2025-05-09,C038,P008,3,39.35,0.1300,Partner,Bank Transfer,COMPLETED
OL00271-1,O00271,2025-05-10,C064,P011,2,29.15,0.0500,Retail,Card,COMPLETED
OL00271-2,O00271,2025-05-10,C064,P007,1,69.16,0.0600,Retail,Card,COMPLETED
OL00272-1,O00272,2025-05-10,C056,P007,4,70.32,0.0900,Online,Wallet,COMPLETED
OL00272-2,O00272,2025-05-10,C056,P003,2,239.91,0.1100,Online,Wallet,COMPLETED
OL00272-3,O00272,2025-05-10,C056,P012,1,49.36,0.0900,Online,Wallet,COMPLETED
OL00273-1,O00273,2025-05-10,C048,P003,3,237.60,0.0200,Retail,Card,COMPLETED
OL00274-1,O00274,2025-05-11,C016,P008,3,39.71,0.1100,Partner,Wallet,COMPLETED
OL00274-2,O00274,2025-05-11,C016,P005,2,332.68,0.1100,Partner,Wallet,COMPLETED
OL00275-1,O00275,2025-05-11,C069,P005,2,329.92,0.0500,Online,Card,COMPLETED
OL00276-1,O00276,2025-05-12,C048,P008,3,38.86,0.0600,Online,UPI,COMPLETED
OL00276-2,O00276,2025-05-12,C048,P006,4,452.14,0.0600,Online,UPI,COMPLETED
OL00277-1,O00277,2025-05-12,C017,P001,1,90.48,0.1200,Partner,Card,COMPLETED
OL00278-1,O00278,2025-05-12,C021,P015,1,65.11,0.0900,Partner,Bank Transfer,COMPLETED
OL00279-1,O00279,2025-05-13,C043,P008,3,38.92,0.0700,Online,UPI,COMPLETED
OL00279-2,O00279,2025-05-13,C043,P010,1,83.53,0.0600,Online,UPI,COMPLETED
OL00279-3,O00279,2025-05-13,C043,P012,3,50.05,0.0700,Online,UPI,COMPLETED
OL00280-1,O00280,2025-05-13,C032,P002,3,188.15,0.0900,Retail,Bank Transfer,COMPLETED
OL00280-2,O00280,2025-05-13,C032,P011,2,29.54,0.0800,Retail,Bank Transfer,COMPLETED
OL00280-3,O00280,2025-05-13,C032,P007,3,70.20,0.0900,Retail,Bank Transfer,COMPLETED
OL00281-1,O00281,2025-05-14,C009,P012,4,49.04,0.0900,Partner,Wallet,COMPLETED
OL00282-1,O00282,2025-05-14,C035,P008,2,38.90,0.0900,Retail,Wallet,COMPLETED
OL00283-1,O00283,2025-05-14,C019,P011,1,29.44,0.0600,Online,UPI,COMPLETED
OL00284-1,O00284,2025-05-15,C021,P007,1,68.76,0.0400,Online,UPI,COMPLETED
OL00285-1,O00285,2025-05-15,C071,P010,3,84.56,0.1100,Online,Wallet,COMPLETED
OL00285-2,O00285,2025-05-15,C071,P009,3,100.84,0.1100,Online,Wallet,COMPLETED
OL00285-3,O00285,2025-05-15,C071,P016,1,74.61,0.1000,Online,Wallet,COMPLETED
OL00286-1,O00286,2025-05-15,C062,P004,2,108.90,0.1400,Partner,UPI,COMPLETED
OL00287-1,O00287,2025-05-16,C047,P001,3,90.48,0.1400,Partner,Card,RETURNED
OL00288-1,O00288,2025-05-16,C068,P013,1,88.75,0.1100,Online,Wallet,COMPLETED
OL00289-1,O00289,2025-05-17,C060,P010,2,83.76,0.0400,Online,UPI,COMPLETED
OL00290-1,O00290,2025-05-17,C001,P011,3,29.42,0.0500,Retail,Bank Transfer,COMPLETED
OL00290-2,O00290,2025-05-17,C001,P008,1,39.78,0.0500,Retail,Bank Transfer,COMPLETED
OL00291-1,O00291,2025-05-17,C046,P005,3,335.87,0.0800,Online,Bank Transfer,COMPLETED
OL00292-1,O00292,2025-05-18,C060,P010,1,84.18,0.0800,Partner,Wallet,COMPLETED
OL00292-2,O00292,2025-05-18,C060,P003,2,243.87,0.0700,Partner,Wallet,COMPLETED
OL00292-3,O00292,2025-05-18,C060,P005,5,327.87,0.0900,Partner,Wallet,COMPLETED
OL00293-1,O00293,2025-05-18,C023,P009,3,100.14,0.0900,Retail,UPI,COMPLETED
OL00293-2,O00293,2025-05-18,C023,P011,3,28.88,0.0800,Retail,UPI,COMPLETED
OL00293-3,O00293,2025-05-18,C023,P016,4,74.58,0.0800,Retail,UPI,COMPLETED
OL00294-1,O00294,2025-05-19,C053,P008,5,39.05,0.1300,Partner,Card,COMPLETED
OL00294-2,O00294,2025-05-19,C053,P012,4,49.18,0.1200,Partner,Card,COMPLETED
OL00295-1,O00295,2025-05-19,C040,P006,1,454.79,0.0600,Online,Bank Transfer,COMPLETED
OL00296-1,O00296,2025-05-19,C042,P008,3,39.28,0.0500,Online,Wallet,COMPLETED
OL00297-1,O00297,2025-05-20,C024,P016,1,73.79,0.0400,Retail,Wallet,COMPLETED
OL00297-2,O00297,2025-05-20,C024,P001,1,89.76,0.0200,Retail,Wallet,COMPLETED
OL00297-3,O00297,2025-05-20,C024,P002,3,190.37,0.0400,Retail,Wallet,COMPLETED
OL00298-1,O00298,2025-05-20,C073,P004,1,111.04,0.1100,Partner,UPI,COMPLETED
OL00298-2,O00298,2025-05-20,C073,P005,1,333.84,0.1100,Partner,UPI,COMPLETED
OL00299-1,O00299,2025-05-20,C062,P008,2,38.79,0.0700,Retail,UPI,COMPLETED
OL00299-2,O00299,2025-05-20,C062,P003,2,243.29,0.0700,Retail,UPI,COMPLETED
OL00299-3,O00299,2025-05-20,C062,P016,4,74.62,0.0900,Retail,UPI,COMPLETED
OL00300-1,O00300,2025-05-21,C047,P012,1,49.36,0.0900,Online,UPI,COMPLETED
OL00300-2,O00300,2025-05-21,C047,P008,1,39.21,0.0900,Online,UPI,COMPLETED
OL00301-1,O00301,2025-05-21,C059,P013,1,88.73,0.1000,Online,UPI,COMPLETED
OL00301-2,O00301,2025-05-21,C059,P016,1,73.69,0.1000,Online,UPI,COMPLETED
OL00302-1,O00302,2025-05-22,C033,P016,1,75.11,0.0700,Partner,Card,COMPLETED
OL00302-2,O00302,2025-05-22,C033,P013,1,89.54,0.0800,Partner,Card,COMPLETED
OL00303-1,O00303,2025-05-22,C039,P002,1,188.17,0.0600,Online,Wallet,COMPLETED
OL00304-1,O00304,2025-05-22,C024,P005,1,327.72,0.0500,Online,Card,COMPLETED
OL00305-1,O00305,2025-05-23,C075,P015,2,64.05,0.0500,Online,Wallet,COMPLETED
OL00306-1,O00306,2025-05-23,C075,P005,4,332.42,0.0400,Online,UPI,RETURNED
OL00307-1,O00307,2025-05-24,C031,P013,1,88.51,0.0600,Online,Wallet,COMPLETED
OL00307-2,O00307,2025-05-24,C031,P003,4,237.38,0.0600,Online,Wallet,COMPLETED
OL00308-1,O00308,2025-05-24,C020,P012,2,49.65,0.0700,Retail,UPI,COMPLETED
OL00309-1,O00309,2025-05-24,C015,P004,1,109.79,0.0500,Online,Bank Transfer,CANCELLED
OL00310-1,O00310,2025-05-25,C006,P001,2,89.41,0.0200,Retail,Bank Transfer,COMPLETED
OL00310-2,O00310,2025-05-25,C006,P004,1,110.93,0.0300,Retail,Bank Transfer,COMPLETED
OL00310-3,O00310,2025-05-25,C006,P009,4,100.46,0.0400,Retail,Bank Transfer,COMPLETED
OL00311-1,O00311,2025-05-25,C004,P015,3,64.34,0.0600,Online,Card,COMPLETED
OL00311-2,O00311,2025-05-25,C004,P002,4,189.42,0.0700,Online,Card,COMPLETED
OL00312-1,O00312,2025-05-25,C069,P003,2,239.48,0.0900,Partner,Card,COMPLETED
OL00313-1,O00313,2025-05-26,C020,P007,3,70.53,0.0700,Retail,UPI,COMPLETED
OL00313-2,O00313,2025-05-26,C020,P012,2,50.06,0.0800,Retail,UPI,COMPLETED
OL00314-1,O00314,2025-05-26,C078,P012,1,48.74,0.0500,Online,Card,COMPLETED
OL00315-1,O00315,2025-05-27,C040,P002,1,188.89,0.0600,Retail,Bank Transfer,COMPLETED
OL00316-1,O00316,2025-05-27,C047,P001,5,90.12,0.1300,Partner,Card,COMPLETED
OL00316-2,O00316,2025-05-27,C047,P010,2,84.65,0.1200,Partner,Card,COMPLETED
OL00316-3,O00316,2025-05-27,C047,P012,1,49.03,0.1300,Partner,Card,COMPLETED
OL00317-1,O00317,2025-05-27,C065,P011,3,29.43,0.1300,Partner,Wallet,COMPLETED
OL00318-1,O00318,2025-05-28,C065,P013,1,89.83,0.0900,Online,Bank Transfer,COMPLETED
OL00318-2,O00318,2025-05-28,C065,P015,3,65.01,0.1000,Online,Bank Transfer,COMPLETED
